id,consignment_no,first_name,last_name,email_id,phone_no,address,city_name,zipcode,product,consignment_type,consignment_subtype,mode,no_of_packages,volume_weight,weight_units,weight_divisor,total_weight,chargeable_weight,total_chargeable_weight,currency,invoice_reference_no,consignment_value,payment_mode,remarks,length,breadth,height,dimension_units,weight_per_package,required_temperature
346,21966113256,Umang Karpe,Seher Yogi,bhaminiuppal@example.net,2517782296,"05
Barad Nagar, Nanded-780478",TIRUPATI,517506,KP,GCR,General,ATD,11,54,kg,5000,187,187,187,INR,88RWISY6HS8F8J60,42276,Cash,Fugit sapiente itaque veniam et incidunt. Hic ex soluta incidunt et. Dolorum pariatur ab totam commodi.,17,18,79,cms,17,15-25°C
347,22888129332,Alisha Agrawal,Anvi Borra,miraanluthra@example.net,9556597411,"51
Sahni Marg, Agra 367497",AURANGABAD,431009,ACE1,GCR,General,ATD,24,3274,kg,3600,408,3274,3274,INR,0X42DQ0BR8B8L2Q2,5658,Cash,Fugiat perferendis sed explicabo ipsum autem reiciendis. Eveniet odit beatae distinctio nobis. Consectetur ad provident.,83,68,87,cms,17,0
348,15144231675,Shanaya Kant,Saira Bhatt,kismatravel@example.org,7769643122,"25/11
Rajagopalan Path
Mangalore 651810",KOCHI,682037,Prudent,GCR,General,DTA,2,26,kg,5000,8,26,26,INR,64RCSG6C8DA2Q4EU,75570,Credit/debit card,Corrupti voluptates et eligendi exercitationem necessitatibus quidem. Assumenda asperiores eos dignissimos nihil. Repellat deserunt aliquam delectus nemo architecto aspernatur.,12,75,70,cms,4,0
349,34577684761,Dhruv Kapadia,Ishaan Bhakta,jayesh67@example.net,8878745766,"28
Grewal Circle, Sikar 308885",GUWAHATI,781040,Quick1,GCR,General,DTA,29,39,kg,5000,319,319,319,INR,8COUG8046T2ZJX2U,64071,Credit,Incidunt explicabo veniam perferendis voluptatibus. Ducimus inventore reiciendis officiis. Officiis ducimus tempore assumenda reprehenderit aut.,7,20,47,cms,11,0
350,23521849991,Hunar Yohannan,Anahi Sura,goswamimanikya@example.com,1957697846,"08
Bobal
Kochi 973190",KANPUR,209308,Prudent,GCR,General,DTA,27,15,kg,3600,1269,1269,1269,INR,2DM404EVR26TJ84T,44757,Cash,Neque ipsam qui distinctio. Suscipit suscipit quos ullam maiores minima quo.,36,6,9,cms,47,0
351,21699816458,Amira Bawa,Divyansh Zachariah,amannan@example.net,9875869598,"H.No. 842, Tank Street, Rourkela 557195",DURGAPUR,713208,Prudent,GCR,General,DTD,27,164,kg,6000,1215,1215,1215,INR,4804YN62O46J028E,14995,Cash,Veniam voluptatibus placeat laboriosam vel quos dignissimos. Corrupti occaecati aperiam recusandae labore odio dolorum. Quasi dolorum corporis sapiente minima odio.,53,76,9,cms,45,0
352,31751646613,Riaan Setty,Yakshit Kade,lakshay93@example.com,2522188552,"037
Aggarwal Nagar, Panihati-183136",PONDICHERRY,605004,Quick1,GCR,General,ATD,10,12,kg,2700,380,380,380,INR,KR42486R0040008K,10228,Credit,In saepe corporis. Placeat natus ad est excepturi molestias doloribus repudiandae. Perspiciatis repudiandae dolorem omnis iure maxime.,85,2,18,cms,38,0
353,12882573957,Zoya Shere,Reyansh Salvi,zarasagar@example.net,2335997437,"H.No. 70
Sachdeva Marg
Singrauli-348515",CHANDIGARH,160062,Prudent,GCR,General,DTD,17,25,kg,5000,204,204,204,INR,8284FK62S2BP8DS2,89024,Cash,Omnis optio vel nihil dolore totam vel. Odit corrupti saepe. Voluptatibus hic eius illum iusto. Iure asperiores qui inventore voluptate laboriosam asperiores.,61,10,12,cms,12,0
354,33394887229,Siya Tak,Hiran Tara,shamiksrivastava@example.com,6422891899,"69
Bail, Alwar-197877",CHITTOOR,517004,Quick1,GCR,General,DTD,22,251,kg,3600,44,251,251,INR,6NHCE822EK42LC6N,98018,Credit,Quas suscipit explicabo magnam amet cupiditate earum. Quae natus voluptates illum iure laboriosam. Autem veritatis voluptate laudantium esse.,33,69,18,cms,2,0
355,11115398122,Mishti Khatri,Ryan Goswami,emirchandra@example.net,2115297136,"31/459, Mangal Chowk, Medininagar 241593",HOSUR,635114,ACE1,GCR,General,ATD,13,414,kg,2700,169,414,414,INR,8TO0I4CUY28B048D,1042,Credit,"Eveniet minus officia facere excepturi vel totam id. Quidem esse necessitatibus dolore eum.
Error delectus at. Debitis iure est eveniet eligendi repellendus.",20,50,86,cms,13,0
356,29333487128,Alia Bava,Nitara Barman,xtaneja@example.com,6634941171,"H.No. 000, Dixit Ganj, Karawal Nagar 080573",LUCKNOW,226004,ACE1,GCR,General,ATA,18,336,kg,2700,306,336,336,INR,08TG64X0022BJ2E2,42196,Credit,"Et alias molestiae porro fugit. Soluta ea voluptatem ducimus.
Cum animi alias eaque aliquam illum deleniti. Non delectus reprehenderit eaque incidunt occaecati minima. Incidunt dolore iusto esse.",70,18,40,cms,17,0
357,12942661352,Kanav Vyas,Lavanya Johal,baijusibal@example.com,6552914346,"H.No. 13
Das Ganj
Sonipat 939391",NOIDA,201011,GEM,GCR,General,DTD,23,12,kg,6000,1058,1058,1058,INR,8H2VYD22KCOY0U88,7530,Credit/debit card,Quo aspernatur accusantium dolores possimus ipsum enim aperiam. Quam nemo facilis dolores ea expedita dolorem. Consequatur harum suscipit voluptatibus error ipsum eligendi.,2,59,26,cms,46,0
358,27215734434,Rohan Sani,Ira Chaudhuri,sbhatt@example.net,5687781121,"H.No. 41
Reddy Street
Srinagar-478952",MAVELIKARA,690106,KP,GCR,General,DTA,2,27,kg,6000,48,48,48,INR,84Y080J0NMNJ4820,13415,Cash,Fugiat architecto dolorem ipsa eius doloremque. Saepe vero debitis veniam dolores distinctio. Autem eos fugiat aliquam ex.,87,11,82,cms,24,2-8°C
359,27161785216,Bhavin Tank,Reyansh Kanda,wborde@example.net,7291221463,"H.No. 845, Chawla
Visakhapatnam-645369",SRIPERUMBUDUR,602105,Prudent,GCR,General,DTD,23,18,kg,4500,644,644,644,INR,V6MCI88E062Y006A,81261,Credit/debit card,Sed laboriosam maxime reiciendis provident eveniet. Optio accusamus accusantium quia illum modi asperiores necessitatibus.,1,41,84,cms,28,0
360,23419463781,Yuvraj  Savant,Shalv Karpe,ritvik78@example.org,3166157992,"34/96
Karnik Road, Hajipur 888303",BERHAMPUR,760007,KP,GCR,General,ATA,5,185,kg,2700,120,185,185,INR,662V8N24P6GE0P04,19772,Cash,"Dicta qui sapiente sunt aliquid. Ipsam repellendus amet officiis voluptates.
Nihil saepe nihil rem. Soluta reprehenderit laudantium provident.",73,72,19,cms,24,2-8°C
361,22553228866,Anahita Toor,Kiara Sama,indrajitgulati@example.net,1825546863,"14
Jaggi Circle
Jamnagar-412105",CHENNAI,600093,ACE1,GCR,General,DTD,29,923,kg,2700,1189,1189,1189,INR,8GP2280M62Q04A8J,71515,Credit/debit card,Consequatur dolore quam ipsum autem nesciunt incidunt. Dolores officia reprehenderit. Assumenda dignissimos voluptates unde eius itaque. Saepe maiores eos dolores tenetur.,27,74,43,cms,41,0
362,36347948988,Manjari Tara,Aradhya Sagar,dubearadhya@example.net,1589478289,"H.No. 042, Saraf Circle, Ramgarh 461843",ALANGAD,683511,KV,GCR,General,DTA,27,433,kg,2700,810,810,810,INR,BBU4WC08E268RVUF,25303,Credit,Quisquam ipsa esse cum eius doloribus. Nobis praesentium provident quo optio voluptates iure. Nesciunt magni voluptatibus doloremque.,16,51,53,cms,30,15-25°C
363,18713518686,Saanvi Ramesh,Manikya Koshy,vsampath@example.net,3727157644,"38/371, Sarkar Marg
Dehradun-912054",GUWAHATI,781029,Prudent,GCR,General,DTA,21,34,kg,5000,63,63,63,INR,8DSQY0222680UFYB,26963,Credit,"Nesciunt temporibus delectus ipsum nisi. Iure provident ipsum molestiae ex libero quos quia.
Nisi eveniet ullam dignissimos. Tempore vel iure ab cumque cumque.",22,24,15,cms,3,0
364,36354684744,Vritika Gill,Seher Saha,trishamagar@example.org,9625569159,"74, Edwin Zila, Kakinada-343978",ERODE,638005,Quick1,GCR,General,DTD,3,2,kg,3600,63,63,63,INR,8J26RK64U466TN66,24045,Credit,"Dolore explicabo quos molestias. Libero illo est sint fuga sed.
Consequuntur unde vero placeat non delectus. Totam amet laborum rerum. Ex enim modi consequatur fugiat suscipit sit.",1,35,66,cms,21,0
365,18299994738,Madhup Gokhale,Miraan Lalla,zoyarajan@example.org,3386147557,"326, Ranganathan Nagar, Nandyal 485167",BHATINDA,151004,GEM,GCR,General,ATD,5,659,kg,2700,110,659,659,INR,8EPM88B0VN2Z46F4,63684,Cash,"Expedita accusamus veniam mollitia. Maiores eum dolor.
Hic quo suscipit dolorum fuga deleniti vel. Animi officiis aliquid fugiat dolorum incidunt. Perferendis hic qui.",50,79,90,cms,22,0
366,24964877911,Aarav Gupta,Rania Sekhon,amaniravel@example.net,2137912763,"H.No. 029
Shenoy Circle
Nagpur 133023",CHENNAI,600032,KP,GCR,General,DTD,19,486,kg,4500,323,486,486,INR,40NL088F40E6I868,32972,Credit/debit card,"Occaecati dolore distinctio sapiente. Officiis in saepe facilis est.
Corporis excepturi laudantium eum. Deserunt dolorum facere modi veritatis facilis nobis magni. Quae quaerat dolorem illum.",36,76,42,cms,17,-20°C
367,34553287267,Nishith Kibe,Anahita Kamdar,ayeshatella@example.com,2132118378,"63/421, Tank
Gudivada-749050",KELAMBAKKAM,603103,GEM,GCR,General,ATD,28,419,kg,5000,1148,1148,1148,INR,406C0N2ZTV4W2C6J,4008,Credit/debit card,Adipisci numquam voluptates possimus perferendis eum. Optio maxime officiis voluptates dolor repudiandae. Culpa quam accusantium magnam fugit est ex id.,68,20,55,cms,41,0
368,11827889311,Ivan Sankar,Rasha Venkatesh,ldugar@example.org,1313891874,"H.No. 926, Vohra Street, Hubli–Dharwad 507335",NAGPUR,440028,Prudent,GCR,General,ATA,19,205,kg,3600,703,703,703,INR,F04NF462VT868JZ2,54578,Credit/debit card,Accusamus similique porro deleniti illo suscipit.,76,7,73,cms,37,0
369,21542948936,Amira Ratti,Prerak Sheth,borapranay@example.com,3794214285,"30/042
Iyer Nagar, Coimbatore 196668",HYDERABAD,500052,Quick1,GCR,General,DTD,23,100,kg,5000,46,100,100,INR,J00RZJVI62DYMIJC,68990,Credit/debit card,Aut natus atque accusantium totam. Iure repellat eaque laudantium dolores. Quibusdam eos ratione consequatur nulla repellat.,8,37,73,cms,2,0
370,39611834868,Krish Khalsa,Tara Ravi,ahana-02@example.net,2997348535,"24/261, Dave Ganj, Singrauli 507397",KOLKATA,700047,KP,GCR,General,DTD,20,708,kg,4500,780,780,780,INR,ZM0000K2P62DM2WC,13383,Credit/debit card,Nam illo consequuntur aperiam numquam. Ratione aperiam unde.,74,43,50,cms,39,-20°C
371,35533685999,Mamooty Goel,Kimaya Behl,kabirbora@example.com,2752939636,"H.No. 59, Mani Marg, Anantapuram 971705",DULIAJAN,786692,Prudent,GCR,General,DTD,17,8,kg,6000,153,153,153,INR,MRAI08N8S0860082,67724,Cash,Non explicabo impedit sed repellat delectus in. Explicabo sit fugit tempora mollitia ipsam. Dignissimos libero autem. Iste molestiae alias cum.,3,60,15,cms,9,0
372,16823446879,Heer Deshpande,Hansh Gokhale,romil72@example.net,2482161241,"357, Tara Circle
Arrah-633881",JAIPUR,302008,GEM,GCR,General,DTA,10,169,kg,6000,110,169,169,INR,8JG2I622ZC8I24DX,88248,Cash,Veniam asperiores fuga quibusdam sequi. Eos nesciunt doloribus tenetur ullam recusandae. Magnam labore quo vel quasi porro.,56,82,22,cms,11,0
373,18149431371,Miraya Sengupta,Priyansh Brar,bhavin80@example.net,2628228365,"H.No. 079, Divan Nagar, Siliguri 079772",HOSUR,635126,KV,GCR,General,ATA,14,162,kg,2700,322,322,322,INR,2QPQ62CWBNS4MA62,13555,Cash,Et ipsam quam error ipsa. Facere laboriosam dolorem omnis eum ab. Veritatis impedit harum consequuntur hic tempora.,15,83,25,cms,23,-20°C
374,19998949744,Rasha Lalla,Ryan Ratta,jiyadate@example.org,7176426534,"79/40
Hayre Zila
Fatehpur-719640",PANIPAT,132110,KV,GCR,General,ATA,25,276,kg,6000,900,900,900,INR,XPGTJX0K8G6008D2,6648,Credit,"Est ipsa officiis nesciunt nesciunt. Minus nihil consectetur labore vero pariatur non.
Laboriosam accusantium praesentium nisi. Neque numquam quae commodi labore similique.",40,29,57,cms,36,15-25°C
375,31551315944,Vidur Chauhan,Shaan Thaker,basuhridaan@example.com,3779244238,"H.No. 630, Bose Path, Durg 166735",KANNUR,670011,Quick1,GCR,General,ATA,17,167,kg,2700,374,374,374,INR,C6040UOV228Y2HX0,33181,Credit/debit card,"Aliquid provident impedit illum delectus corrupti. Quos qui maxime totam atque tempore totam ducimus.
Iste neque ab mollitia quo. Voluptas alias blanditiis commodi amet.",60,34,13,cms,22,0
376,33278151127,Inaaya  Chaudhari,Shlok Chaudry,ybhardwaj@example.com,3336653772,"H.No. 70, Ramanathan Chowk
Ozhukarai 732400",KARUR,639002,Prudent,GCR,General,DTA,3,6,kg,3600,15,15,15,INR,J6SH2NC808JZ8FLI,58620,Cash,"Quam impedit eum reiciendis. Quam at ad.
Odio et molestiae voluptas. Optio veritatis rem tempora pariatur. Dolores aut quo debitis rerum.",65,14,7,cms,5,0
377,38166522928,Jivika Tara,Oorja Sunder,rmani@example.org,3349372441,"59, Anne Marg, Mau 669490",TRICHY,620010,KP,GCR,General,ATD,20,30,kg,2700,20,30,30,INR,C08Q6MYMN24O62RO,21255,Credit,"Porro inventore quasi animi.
Tempore distinctio vero delectus culpa fugiat reiciendis. Sit at suscipit iste.
Accusamus earum inventore temporibus. Commodi cupiditate dolores perferendis numquam.",20,25,8,cms,1,2-8°C
378,39578121467,Gokul Kar,Samar Shankar,nmanne@example.com,6369312591,"H.No. 560, Barad Nagar, Anantapur 073556",PUNE,412111,KV,GCR,General,ATD,12,28,kg,6000,324,324,324,INR,JL48OO44S8U2VNAZ,19038,Credit/debit card,Doloribus delectus earum animi quas corrupti recusandae porro. Consectetur sed quia deserunt ducimus at ipsum fuga. Recusandae debitis autem voluptate.,40,11,31,cms,27,-20°C
379,11264544398,Aarav Ganguly,Vanya Shah,taimur78@example.net,1738623245,"02/687
Sem Zila, Surat-053686",HYDERABAD,500014,KP,GCR,General,ATD,14,197,kg,6000,364,364,364,INR,Q8BU062LFUG4J88P,24317,Credit,"Est inventore expedita voluptate nemo impedit ex. Corporis porro saepe.
Distinctio ipsa provident ut similique porro ex. Quasi praesentium natus eius.",30,33,85,cms,26,2-8°C
380,18261771631,Shayak Bhagat,Ranbir Hans,romildixit@example.com,9826364838,"H.No. 88, Mahajan Nagar, Howrah-783155",PALAKKAD,678012,GEM,GCR,General,DTA,21,88,kg,5000,105,105,105,INR,4RLFXGU688V2UX24,62923,Cash,"Sequi libero deleniti temporibus similique.
Reiciendis natus accusantium illo harum. Nesciunt repellendus dolorem quae reprehenderit.",57,14,26,cms,5,0
381,19628412648,Yashvi Sachdeva,Rohan Bhavsar,krishtoor@example.com,1553346361,"33/34, Issac Zila, Mumbai-756074",PARAMATHI VELUR,639136,KP,GCR,General,ATA,17,61,kg,2700,102,102,102,INR,2006B48WV68X0XCT,30011,Cash,Ipsa similique possimus vero qui. Alias laboriosam nesciunt necessitatibus mollitia.,12,16,50,cms,6,15-25°C
382,39937318578,Urvi Gour,Ryan Kar,lloke@example.com,3899141329,"80/99, Sule Street
Guntakal-849315",CUTTACK,695573,KP,GCR,General,ATA,29,2631,kg,6000,203,2631,2631,INR,I640K0YY422ZY4E8,92382,Credit,Dolor vel minus consequatur ipsam. Voluptatum culpa nam ipsa aspernatur delectus. Amet repellendus deserunt nesciunt doloremque dolore beatae.,90,72,84,cms,7,2-8°C
383,12986735174,Aarav Balasubramanian,Myra Bala,yuvaandalal@example.net,7463924161,"224
Kumar
Chapra 496771",BERHAMPUR,760001,GEM,GCR,General,DTD,18,29,kg,3600,558,558,558,INR,UR4ZT080R2H4F8HZ,67924,Credit/debit card,"Rem ea consequatur beatae quis totam reiciendis. Nam laudantium ipsum explicabo.
Dolores libero saepe dignissimos dolorum reprehenderit beatae. Explicabo beatae debitis.",8,80,9,cms,31,0
384,12511768463,Advika Upadhyay,Nayantara Sangha,ehsaankannan@example.net,7114724858,"65/36, Master Path, Kochi 300214",GUWAHATI,781001,KP,GCR,General,ATD,22,57,kg,6000,1034,1034,1034,INR,0H464NBK48D688W0,41930,Credit,Reprehenderit ea laudantium. Temporibus porro enim optio laudantium. Itaque aperiam laudantium ipsa. Laudantium molestias laudantium soluta maxime cum rem fugit.,10,18,85,cms,47,-20°C
385,33364755218,Mishti Ramaswamy,Myra Jani,vidur61@example.net,7327526534,"H.No. 035, Din Circle, Bhusawal-812377",KOCHI,682302,Quick1,GCR,General,ATD,5,4,kg,6000,30,30,30,INR,ZMR806IB60K006FE,4989,Credit,Eveniet facere hic deserunt provident esse nulla. Rerum omnis distinctio deleniti fuga. Corporis maiores temporibus error commodi totam. Officia minus velit optio exercitationem soluta totam.,67,1,62,cms,6,0
386,35328748365,Pihu Khare,Taimur Amble,ibalakrishnan@example.org,9722217712,"67/621
Zachariah Ganj
Saharanpur-337339",URUN ISLAMPUR,415409,ACE1,GCR,General,DTA,30,66,kg,4500,960,960,960,INR,48H4U408L4T088XK,88446,Credit/debit card,Iure ratione fuga sit accusantium ipsum. Adipisci modi cum minus consequuntur amet. Doloremque ut iusto qui dicta laboriosam quo.,10,33,30,cms,32,0
387,34387443964,Mahika Saini,Shray Rama,bathaaina@example.net,4213849936,"H.No. 088, Wagle Zila
Fatehpur 887758",TENKASI,627851,ACE1,GCR,General,ATA,25,46,kg,3600,1250,1250,1250,INR,4DU2ZE0286NSI2T2,67538,Cash,Reiciendis laudantium repellat optio. Labore sit quasi vel occaecati omnis qui praesentium. Quaerat autem qui explicabo.,6,46,24,cms,50,0
388,26146359633,Renee Bahri,Adah Shroff,ivana06@example.org,7268815176,"38, Chopra Zila, Cuttack 069288",HOOGLY,712409,GEM,GCR,General,ATD,3,21,kg,2700,6,21,21,INR,8RK28V6ZJQ8N6SPT,50994,Credit/debit card,"Praesentium optio quidem.
Architecto et saepe temporibus esse aspernatur ut. Libero distinctio vero dolores. Tempore blanditiis voluptatum quaerat eaque voluptatem animi debitis.",73,8,32,cms,2,0
389,36854585767,Priyansh Lad,Navya Bhakta,dishani90@example.com,4161313348,"H.No. 01, Bhardwaj Street
Jalgaon-453422",FARIDABAD,121011,Quick1,GCR,General,ATA,25,33,kg,5000,1000,1000,1000,INR,A02W8O00Y6NN0B68,69700,Credit,Doloremque repellendus repellat placeat similique. Ducimus blanditiis culpa modi harum perferendis minima. Enim voluptate molestias nostrum quas doloremque nemo aperiam.,6,83,13,cms,40,0
390,32813458594,Dhanuk Dhar,Misha Babu,lvenkatesh@example.org,7738438762,"H.No. 11, Wagle Nagar
Nellore-263375",BAIHATA CHARIALI,781381,KV,GCR,General,DTD,19,20,kg,5000,589,589,589,INR,6YZK28KF6H284LX4,12660,Credit/debit card,Minus rerum repellat iure fugit tempore. Ratione voluptas labore quam error accusantium quos officia. Maiores numquam ducimus ea.,12,15,28,cms,31,-20°C
391,16585196983,Uthkarsh Setty,Samaira Kashyap,kdewan@example.org,4772644373,"76, Tella Road
Bhiwani 420901",THRISSUR,688538,Quick1,GCR,General,ATA,10,74,kg,4500,250,250,250,INR,460PK28X0L4R8J26,59637,Credit,Quidem debitis eligendi excepturi optio tenetur. Atque ullam velit recusandae modi maxime.,20,59,28,cms,25,0
392,39969985269,Divyansh Sanghvi,Riaan Garde,gbaria@example.com,9682949848,"11/68, Shankar Chowk
Gangtok 250509",MYSURU,570014,GEM,GCR,General,ATD,24,84,kg,3600,1032,1032,1032,INR,B820F08G80W2PIH4,93229,Cash,"Quam ratione at ab ut est laudantium. Suscipit amet similique. Ipsum tempore error quam voluptas quis id.
Distinctio voluptates ab. Ipsum maxime aliquid saepe delectus non consequuntur dolore.",3,56,75,cms,43,0
393,25367855154,Vidur Bava,Bhamini Maharaj,senrohan@example.org,1999316957,"981, Dugal Chowk
Durgapur 171638",KOLKATA,700024,GEM,GCR,General,ATA,27,135,kg,3600,108,135,135,INR,OPETGU24R2842WND,20514,Cash,"Accusantium iusto ipsum debitis officiis. Possimus accusantium inventore voluptates.
Incidunt nostrum aut nisi culpa modi quasi cumque. Quod suscipit voluptatibus voluptatibus quo.",75,3,80,cms,4,0
394,36724176485,Ritvik Sur,Jayan Chander,dhanukbandi@example.org,4188945261,"06
Sachar Street
Udupi 043965",BAREILLY,243122,KP,GCR,General,DTA,23,802,kg,5000,621,802,802,INR,4MV4468MJD6KABEE,71620,Credit/debit card,Corporis saepe suscipit tempora dolore. Magni quisquam repudiandae sunt dolorem. Eaque perspiciatis quisquam sunt quidem dolore.,55,36,88,cms,27,-20°C
395,28398174233,Vaibhav De,Divij Dube,svig@example.org,3797353419,"727, Issac Nagar
Madurai-085002",PALAMPUR,176062,ACE1,GCR,General,ATA,24,2701,kg,3600,120,2701,2701,INR,22CJ0BS48H06X0VX,81288,Cash,"Ipsa culpa voluptatum deserunt laudantium. Cupiditate cum vel dolorum nisi eum.
Amet ea quia impedit ex molestiae ut. Consectetur dolor vero. Tempore ea sint iste tempora. A temporibus nihil animi.",74,75,73,cms,5,0
396,19549914432,Mishti Loke,Bhamini Dewan,inaaya-sama@example.net,6487528894,"82/68, Sarkar Path, Panihati 796813",TIRUNELVELI,627002,GEM,GCR,General,DTD,29,1493,kg,3600,174,1493,1493,INR,40S260IU62Q4TXE4,54984,Credit/debit card,"Sint eum voluptatem corporis magnam deserunt doloribus. Iure corrupti veritatis repellat ea deleniti deleniti.
Quis ducimus autem quod dolorum.",88,39,54,cms,6,0
397,28379287994,Tanya Virk,Sara Khosla,lchoudhury@example.com,2772297766,"H.No. 084, Johal
Vadodara-249757",AGRA,282010,ACE1,GCR,General,DTA,9,498,kg,3600,108,498,498,INR,ANGWC6064COWR26X,31737,Credit/debit card,Rerum repellendus quae delectus laudantium amet. Saepe explicabo dicta maiores. Est harum expedita aut assumenda nesciunt doloremque incidunt.,48,56,74,cms,12,0
398,38586243293,Renee Kumar,Mohanlal Keer,nbir@example.org,9673491988,"31/720
Ramakrishnan Nagar
Maheshtala-219547",PATNA,801105,KP,GCR,General,DTD,19,392,kg,4500,608,608,608,INR,2XFV84GSY82226FY,41100,Credit/debit card,A eum dignissimos. Quisquam minus nihil harum sequi fugiat. Sapiente magnam eligendi quam est dolorum.,68,21,65,cms,32,15-25°C
399,35815635314,Tara Bhargava,Aradhya Kakar,agrawalindrans@example.org,8453998775,"07/46
Dubey Marg
Ranchi 856390",AHMEDABAD,382213,KV,GCR,General,ATA,25,2062,kg,2700,25,2062,2062,INR,G22BLV868AZ8RI88,31987,Cash,Impedit architecto sapiente. Unde suscipit impedit ratione asperiores accusamus saepe. Odit asperiores quibusdam ut aut cum facere nesciunt.,50,53,84,cms,1,-20°C
